name,item,form_set,perm,way_of_asking,context,prompt_text,model,logprobs_dict
Cameron,anchor,"['anchor', 'anchorman', 'anchorwoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Cameron is an ____."" is [FORM]",llama-2-7B,"{'anchor': -12.060506820678711, 'anchorman': -15.984764727763832, 'anchorwoman': -17.970920995343477}"
Cameron,anchor,"['anchor', 'anchorman', 'anchorwoman']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Cameron is an ____."" is [FORM]",llama-2-7B,"{'anchor': -12.02183723449707, 'anchorman': -16.529325551353395, 'anchorwoman': -19.01888478640467}"
Cameron,anchor,"['anchor', 'anchorman', 'anchorwoman']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Cameron is an ____."" is [FORM]",llama-2-7B,"{'anchor': -13.143535614013672, 'anchorman': -17.90923871845007, 'anchorwoman': -17.890459307003766}"
Cameron,anchor,"['anchor', 'anchorman', 'anchorwoman']",nan,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Cameron is an ____."" is [FORM]",llama-2-7B,"{'anchor': -11.026162147521973, 'anchorman': -14.091158656869084, 'anchorwoman': -16.773680102545768}"
Cameron,anchor,"['anchor', 'anchorman', 'anchorwoman']",nan,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Cameron is an ____."" is [FORM]",llama-2-7B,"{'anchor': -12.786348342895508, 'anchorman': -17.786320116370916, 'anchorwoman': -18.44627045467496}"
Cameron,anchor,"['anchor', 'anchorman', 'anchorwoman']",nan,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Cameron is an ____."" is [FORM]",llama-2-7B,"{'anchor': -12.788277626037598, 'anchorman': -15.919869881123304, 'anchorwoman': -18.161122967489064}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -14.01095676748082, 'steward': -10.772458493709564, 'stewardess': -13.97144216299057}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -13.663248617667705, 'steward': -10.920534372329712, 'stewardess': -14.181762456893921}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -15.039039572700858, 'steward': -11.428005695343018, 'stewardess': -14.706255912780762}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -14.423767733387649, 'steward': -11.54446804523468, 'stewardess': -14.576776385307312}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -14.322374320589006, 'steward': -11.185652017593384, 'stewardess': -14.338923931121826}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -14.616341256536543, 'steward': -11.72140645980835, 'stewardess': -15.38635802268982}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -14.336789797991514, 'steward': -11.641068816184998, 'stewardess': -14.965896248817444}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -17.704581738682464, 'steward': -12.71916377544403, 'stewardess': -16.621968984603882}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -17.96079486096278, 'steward': -12.961055278778076, 'stewardess': -17.0979061126709}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -17.816887602210045, 'steward': -11.987163424491882, 'stewardess': -15.646217107772827}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -14.383348586270586, 'steward': -12.619879484176636, 'stewardess': -16.2730553150177}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -18.642751683015376, 'steward': -11.490132689476013, 'stewardess': -16.13163125514984}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -15.335860774386674, 'steward': -12.568570375442505, 'stewardess': -14.76884126663208}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -15.526200669351965, 'steward': -11.913646936416626, 'stewardess': -14.936462640762329}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -15.349887064658105, 'steward': -16.301498413085938, 'stewardess': -18.340662240982056}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'flight attendant': -18.07285292353481, 'steward': -13.72184407711029, 'stewardess': -15.486194252967834}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -11.12650203704834, 'businessman': -9.071814626455307, 'businesswoman': -13.273347930982709}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -11.164252996444702, 'businessman': -9.140815407037735, 'businesswoman': -12.772728830575943}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -11.85644245147705, 'businessman': -9.629879981279373, 'businesswoman': -13.836108282208443}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -11.537317514419556, 'businessman': -9.185754984617233, 'businesswoman': -13.4536251462996}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -10.82078742980957, 'businessman': -8.758287400007248, 'businesswoman': -12.947449952363968}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -11.128175258636475, 'businessman': -8.964112877845764, 'businesswoman': -12.87932762503624}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -11.343040227890015, 'businessman': -8.960227757692337, 'businesswoman': -13.175176870077848}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -12.936121463775635, 'businessman': -10.11580902338028, 'businesswoman': -13.75093727838248}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -13.986237525939941, 'businessman': -10.361237406730652, 'businesswoman': -14.942805604077876}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -13.198993444442749, 'businessman': -9.839618444442749, 'businesswoman': -14.789954484440386}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -12.598990321159363, 'businessman': -11.731802821159363, 'businesswoman': -14.334476420655847}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -14.363188982009888, 'businessman': -11.27725151181221, 'businesswoman': -15.193437801674008}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -14.387466430664062, 'businessman': -13.567153930664062, 'businesswoman': -15.218776538968086}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -12.417067766189575, 'businessman': -10.049880355596542, 'businesswoman': -14.16902843490243}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -14.715744376182556, 'businessman': -13.989181876182556, 'businesswoman': -15.336695356294513}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -14.571702718734741, 'businessman': -12.345140218734741, 'businesswoman': -14.340817533433437}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -12.262986898422241, 'cameraman': -7.880484029650688, 'camerawoman': -11.576825261116028}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -11.47398853302002, 'cameraman': -8.121483445167542, 'camerawoman': -11.439998090267181}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -12.266337871551514, 'cameraman': -8.661961741745472, 'camerawoman': -11.613032348453999}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -12.341813325881958, 'cameraman': -8.1950708553195, 'camerawoman': -12.351968385279179}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -11.901199340820312, 'cameraman': -8.052956439554691, 'camerawoman': -12.103627324104309}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -13.409759283065796, 'cameraman': -10.861697942018509, 'camerawoman': -14.00797487795353}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -11.66465139389038, 'cameraman': -8.049860008060932, 'camerawoman': -12.11927429586649}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -16.55002212524414, 'cameraman': -13.11114239692688, 'camerawoman': -14.969714149832726}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -16.387285709381104, 'cameraman': -15.053278118371964, 'camerawoman': -17.59242856502533}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -15.904292106628418, 'cameraman': -13.117807507514954, 'camerawoman': -15.909422770142555}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -12.547760248184204, 'cameraman': -9.455682188272476, 'camerawoman': -11.070381011813879}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -16.640684604644775, 'cameraman': -14.288314551115036, 'camerawoman': -16.26680688560009}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -12.272972822189331, 'cameraman': -9.648681461811066, 'camerawoman': -10.579450521618128}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -12.700562000274658, 'cameraman': -8.83761851489544, 'camerawoman': -11.39201332628727}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -17.359524726867676, 'cameraman': -13.472125917673111, 'camerawoman': -13.776551263406873}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -16.87575626373291, 'cameraman': -13.121952846646309, 'camerawoman': -13.74718189612031}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -14.683812379837036, 'congressman': -11.30881241708994, 'congresswoman': -15.413181114941835}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -14.780499696731567, 'congressman': -11.702374644577503, 'congresswoman': -15.258843743242323}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -15.32509708404541, 'congressman': -12.075097039341927, 'congresswoman': -16.303741103969514}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -16.054449558258057, 'congressman': -12.413824662566185, 'congresswoman': -16.54865979682654}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -15.697378635406494, 'congressman': -12.150503687560558, 'congresswoman': -16.285318332724273}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -16.427725553512573, 'congressman': -12.771475575864315, 'congresswoman': -16.97145699057728}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -16.662620306015015, 'congressman': -12.990745212882757, 'congresswoman': -17.39259358588606}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -16.58439016342163, 'congressman': -12.943765223026276, 'congresswoman': -16.73366738576442}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -18.98071813583374, 'congressman': -15.144780576229095, 'congresswoman': -19.875571766868234}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -17.14990758895874, 'congressman': -12.618657350540161, 'congresswoman': -17.328909332863986}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -15.293781042098999, 'congressman': -12.840656042098999, 'congresswoman': -15.646696398966014}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -17.28851318359375, 'congressman': -13.132263347506523, 'congresswoman': -17.312436386942863}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -16.82509684562683, 'congressman': -15.543846875429153, 'congresswoman': -17.00890144146979}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -16.741361141204834, 'congressman': -13.647611193358898, 'congresswoman': -17.62532437313348}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -18.95231318473816, 'congressman': -17.311688244342804, 'congresswoman': -19.11432513780892}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -18.416695594787598, 'congressman': -15.557320609688759, 'congresswoman': -17.990252651274204}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.478637372376397, 'craftsman': -12.714932665228844, 'craftswoman': -18.04459003172815}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -14.7651709781494, 'craftsman': -12.426386473700404, 'craftswoman': -17.61863079480827}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.762371364282444, 'craftsman': -12.871529821306467, 'craftswoman': -17.960282566025853}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.960030219634064, 'craftsman': -13.100916458293796, 'craftswoman': -18.07832726277411}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.88729252864141, 'craftsman': -13.215450143441558, 'craftswoman': -18.37994241528213}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -13.087914482690394, 'craftsman': -10.0107652079314, 'craftswoman': -15.351441081613302}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.91663437243551, 'craftsman': -13.152019210159779, 'craftswoman': -18.177937222644687}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -16.981473346007988, 'craftsman': -14.510153286159039, 'craftswoman': -19.861145498231053}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -17.613869468215853, 'craftsman': -14.331230565905571, 'craftswoman': -20.254657573997974}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -17.42309378401842, 'craftsman': -13.829345364123583, 'craftswoman': -19.956568641588092}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.57968895486556, 'craftsman': -14.358262864872813, 'craftswoman': -18.102820683270693}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -16.563256793888286, 'craftsman': -13.58066726848483, 'craftswoman': -19.384997367858887}"
