name,item,form_set,perm,way_of_asking,context,prompt_text,model,logprobs_dict
Cameron,anchor,"['anchor', 'anchorman', 'anchorwoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Cameron is an ____."" is [FORM]",llama-3.1-8B,"{'anchor': -12.78661060333252, 'anchorman': -16.49942433834076, 'anchorwoman': -16.84422779083252}"
Cameron,anchor,"['anchor', 'anchorman', 'anchorwoman']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Cameron is an ____."" is [FORM]",llama-3.1-8B,"{'anchor': -11.910594940185547, 'anchorman': -14.94853401184082, 'anchorwoman': -17.707200050354004}"
Cameron,anchor,"['anchor', 'anchorman', 'anchorwoman']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Cameron is an ____."" is [FORM]",llama-3.1-8B,"{'anchor': -12.879304885864258, 'anchorman': -19.169453620910645, 'anchorwoman': -17.512027740478516}"
Cameron,anchor,"['anchor', 'anchorman', 'anchorwoman']",nan,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Cameron is an ____."" is [FORM]",llama-3.1-8B,"{'anchor': -13.441917419433594, 'anchorman': -16.25791823863983, 'anchorwoman': -17.237912893295288}"
Cameron,anchor,"['anchor', 'anchorman', 'anchorwoman']",nan,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Cameron is an ____."" is [FORM]",llama-3.1-8B,"{'anchor': -14.205987930297852, 'anchorman': -19.592209815979004, 'anchorwoman': -19.650315284729004}"
Cameron,anchor,"['anchor', 'anchorman', 'anchorwoman']",nan,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Cameron is an ____."" is [FORM]",llama-3.1-8B,"{'anchor': -12.777103424072266, 'anchorman': -16.527607917785645, 'anchorwoman': -15.458871126174927}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -13.54865550994873, 'steward': -10.397229194641113, 'stewardess': -13.734928846359253}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -12.895572066307068, 'steward': -11.164363861083984, 'stewardess': -15.010762929916382}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -14.05617105960846, 'steward': -11.366914749145508, 'stewardess': -14.4394850730896}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -13.364738821983337, 'steward': -10.545463562011719, 'stewardess': -13.114001750946045}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -13.468085169792175, 'steward': -10.940329551696777, 'stewardess': -14.185938119888306}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -17.752089500427246, 'steward': -12.308399200439453, 'stewardess': -17.784125804901123}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -13.131193399429321, 'steward': -11.247201919555664, 'stewardess': -14.911655902862549}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -19.192089080810547, 'steward': -13.016947746276855, 'stewardess': -18.421932220458984}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -20.065546989440918, 'steward': -13.624944686889648, 'stewardess': -18.24933910369873}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -20.688034057617188, 'steward': -12.635021209716797, 'stewardess': -19.210824012756348}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -14.042525246739388, 'steward': -11.209802627563477, 'stewardess': -13.90091848373413}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -16.483181953430176, 'steward': -10.359816551208496, 'stewardess': -14.798744201660156}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -15.273105680942535, 'steward': -13.468291282653809, 'stewardess': -16.216973304748535}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -15.119565486907959, 'steward': -12.502050399780273, 'stewardess': -15.009504795074463}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -17.185556948184967, 'steward': -14.875722885131836, 'stewardess': -17.482609748840332}"
Cameron,flight attendant,"['flight attendant', 'steward', 'stewardess']",nan,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'flight attendant': -17.03718912601471, 'steward': -12.535956382751465, 'stewardess': -13.564101815223694}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -11.798296093940735, 'businessman': -10.385510444641113, 'businesswoman': -12.657670974731445}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -11.85642397403717, 'businessman': -10.629207611083984, 'businesswoman': -12.59861135482788}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -12.580392122268677, 'businessman': -10.968477249145508, 'businesswoman': -13.549142122268677}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -11.732021570205688, 'businessman': -10.318901062011719, 'businesswoman': -12.708584070205688}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -11.517038822174072, 'businessman': -9.877829551696777, 'businesswoman': -12.696726322174072}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -14.78426456451416, 'businessman': -12.277149200439453, 'businesswoman': -16.05770206451416}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -11.02488625049591, 'businessman': -9.747201919555664, 'businesswoman': -12.337386131286621}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -14.58718204498291, 'businessman': -11.692728996276855, 'businesswoman': -16.00124454498291}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -16.40653085708618, 'businessman': -12.652288436889648, 'businesswoman': -18.07840585708618}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -16.241607666015625, 'businessman': -11.959239959716797, 'businesswoman': -18.085357666015625}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -13.746071338653564, 'businessman': -12.307458877563477, 'businesswoman': -13.777321338653564}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -13.740138530731201, 'businessman': -11.676222801208496, 'businesswoman': -14.521388530731201}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -15.751418590545654, 'businessman': -14.567900657653809, 'businesswoman': -17.321731090545654}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -13.915497303009033, 'businessman': -11.861425399780273, 'businesswoman': -14.118622303009033}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -18.395527601242065, 'businessman': -16.828847885131836, 'businesswoman': -18.215840101242065}"
Cameron,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'businessperson': -14.159252524375916, 'businessman': -12.457831382751465, 'businesswoman': -14.104565024375916}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -15.927650928497314, 'cameraman': -13.735427379608154, 'camerawoman': -18.853686958551407}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -13.857983112335205, 'cameraman': -13.264694631099701, 'camerawoman': -17.800111323595047}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -16.063101768493652, 'cameraman': -14.600346088409424, 'camerawoman': -19.419928312301636}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -16.210086345672607, 'cameraman': -13.58596134185791, 'camerawoman': -18.80983480811119}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -15.70133638381958, 'cameraman': -14.139134109020233, 'camerawoman': -19.388692915439606}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -18.5338454246521, 'cameraman': -18.327903389930725, 'camerawoman': -22.77609384059906}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -14.94438648223877, 'cameraman': -12.825648784637451, 'camerawoman': -17.78553780913353}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -19.47810459136963, 'cameraman': -17.58756196498871, 'camerawoman': -22.011744499206543}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -20.00734519958496, 'cameraman': -18.200809240341187, 'camerawoman': -22.31180763244629}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -20.677951335906982, 'cameraman': -18.012585878372192, 'camerawoman': -22.31098961830139}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -15.459660530090332, 'cameraman': -17.801949977874756, 'camerawoman': -19.94579453021288}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -18.079591274261475, 'cameraman': -16.220539927482605, 'camerawoman': -20.927639186382294}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -17.87448263168335, 'cameraman': -21.502990245819092, 'camerawoman': -23.11524498462677}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -17.067992210388184, 'cameraman': -16.182271122932434, 'camerawoman': -19.882534682750702}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -20.99213981628418, 'cameraman': -23.158294677734375, 'camerawoman': -24.908252358436584}"
Cameron,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'camera operator': -19.077809810638428, 'cameraman': -18.205309867858887, 'camerawoman': -21.03764083236456}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -14.531861543655396, 'congressman': -11.584729194641113, 'congresswoman': -14.28186148405075}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -14.767632126808167, 'congressman': -11.984676361083984, 'congresswoman': -14.580132126808167}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -14.433893084526062, 'congressman': -11.671602249145508, 'congresswoman': -14.449518084526062}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -14.289665937423706, 'congressman': -11.443901062011719, 'congresswoman': -14.305290937423706}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -14.183515429496765, 'congressman': -11.717673301696777, 'congresswoman': -14.496015429496765}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -14.982434153556824, 'congressman': -13.935352325439453, 'congresswoman': -14.826184153556824}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -15.202389240264893, 'congressman': -12.198373794555664, 'congresswoman': -14.999264240264893}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -15.376250624656677, 'congressman': -14.446635246276855, 'congresswoman': -15.680938243865967}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -16.007874011993408, 'congressman': -14.681585311889648, 'congresswoman': -16.562561511993408}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -16.053570985794067, 'congressman': -14.219005584716797, 'congresswoman': -16.280133485794067}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -14.45561969280243, 'congressman': -13.561365127563477, 'congresswoman': -14.20561969280243}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -16.509161949157715, 'congressman': -13.740675926208496, 'congresswoman': -15.345099449157715}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -15.688927412033081, 'congressman': -14.929228782653809, 'congresswoman': -15.751427412033081}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -14.720144510269165, 'congressman': -12.937597274780273, 'congresswoman': -14.39201956987381}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -18.21447491645813, 'congressman': -18.129140853881836, 'congresswoman': -17.191037476062775}"
Cameron,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'congressperson': -17.23987317085266, 'congressman': -14.766425132751465, 'congresswoman': -15.442998230457306}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'craftsperson': -13.708800705266185, 'craftsman': -10.01096698269248, 'craftswoman': -17.139800699427724}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'craftsperson': -13.773798542271834, 'craftsman': -10.520915353670716, 'craftswoman': -17.13001905940473}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'craftsperson': -15.272453820536612, 'craftsman': -11.93908011354506, 'craftswoman': -18.412563282065094}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'craftsperson': -13.954297919524834, 'craftsman': -10.345455426722765, 'craftswoman': -17.437803115695715}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'craftsperson': -13.823802108759992, 'craftsman': -10.376979321241379, 'craftswoman': -17.502459730021656}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'craftsperson': -14.54995375854196, 'craftsman': -10.874917022883892, 'craftswoman': -17.65772166661918}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'craftsperson': -14.383352770702913, 'craftsman': -10.364750325679779, 'craftswoman': -17.599599479697645}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'craftsperson': -20.26410798658617, 'craftsman': -15.009307719767094, 'craftswoman': -22.546778067946434}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'craftsperson': -21.57823117641965, 'craftsman': -15.868226058781147, 'craftswoman': -22.908034205436707}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'craftsperson': -22.31229744455777, 'craftsman': -15.86394715309143, 'craftswoman': -24.08917959406972}"
Cameron,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Cameron is a ____."" is [FORM]",llama-3.1-8B,"{'craftsperson': -14.556029108323855, 'craftsman': -13.464053560048342, 'craftswoman': -17.408366797491908}"
